EnsemblId,totalScore,polynomial-generated bounded log 2 scores
ENSG00000000003,2.3837682333529098,-0.1367977270673956
ENSG00000000005,-1.7358267363801294,-0.6504548556623191
ENSG00000000419,0.5744176310373634,-0.4122483912179576
ENSG00000000457,0.007718594970824388,-0.4802136468147372
ENSG00000000938,8.077354782727596,1.432974236153505
ENSG00000000971,-2.1999754155834057,-0.6893649478837897
ENSG00000001036,-0.22797521303874163,-0.5063481934620979
ENSG00000001084,3.063430070386143,-0.006029164249232029
ENSG00000001167,9.58457581659714,1.8579195381119353
ENSG00000001460,2.861065633293716,-0.046700959226856374
ENSG00000001461,0.0818618709209754,-0.4717442658857776
ENSG00000001497,11.400017786183064,2.2269169738597947
ENSG00000001561,0.37263949526238593,-0.4373204691845253
ENSG00000001617,-2.0455063256524904,-0.6765747386863612
ENSG00000001626,-4.893755993336339,-0.9310588473662352
ENSG00000001629,-1.5047393665315993,-0.6304136224870358
ENSG00000001630,1.194168202176595,-0.32866748175145954
ENSG00000001631,-1.8687135672748443,-0.6617535960770062
ENSG00000002016,-6.735349432915716,-1.2361933250265358
ENSG00000002330,4.597095478719407,0.3537822534199081
ENSG00000002549,2.5188809699070527,-0.11210483444001945
ENSG00000002586,1.7144635852064778,-0.25016401273329403
ENSG00000002587,0.5639432530829787,-0.4135746560376798
ENSG00000002726,0.7001506397605798,-0.39611144471139415
ENSG00000002745,2.908717635118931,-0.037259212224263566
ENSG00000002746,0.5201499690725929,-0.419090072678223
ENSG00000002822,-0.4576575299371947,-0.5307206766890529
ENSG00000002834,-1.2526848758881242,-0.6078756513888501
ENSG00000002919,-1.6415203581406697,-0.6423406939473064
ENSG00000002933,0.8916484583198401,-0.370748158865113
ENSG00000003056,6.587561388426875,0.9503526997146139
ENSG00000003096,0.8063148421486198,-0.3821693491867774
ENSG00000003137,-1.046790452300444,-0.5888495952210065
ENSG00000003147,0.7152118145723982,-0.3941513418949405
ENSG00000003249,2.424639854862494,-0.12939440170023922
ENSG00000003393,-7.133247694947823,-1.3484515258947805
ENSG00000003400,5.114839167638619,0.496355600215979
ENSG00000003402,6.543539493788543,0.9360518365544968
ENSG00000003436,-0.3101349116248007,-0.515186666780108
ENSG00000003509,1.4061994681007142,-0.2976394894361648
ENSG00000003756,0.5573134503535633,-0.4144127009035387
ENSG00000003987,-1.062584144072715,-0.5903304151490067
ENSG00000003989,-5.603002581987822,-1.0213203278271976
ENSG00000004059,2.5029084208645322,-0.11505680485799376
ENSG00000004139,-0.6412402868626088,-0.5494763871407505
ENSG00000004142,-1.361444993989382,-0.6176957394765471
ENSG00000004399,0.02481832243597032,-0.4782711267797364
ENSG00000004455,2.4917816714473697,-0.11710796423916575
ENSG00000004468,1.1039621784502087,-0.3414796949977689
ENSG00000004478,2.5594162507931366,-0.10457341732877662
ENSG00000004487,-1.1005354377691876,-0.5938738114612447
ENSG00000004534,0.18812694838633037,-0.4593906889357894
ENSG00000004660,-2.377072055531569,-0.7038943256715516
ENSG00000004700,6.091819079521708,0.7911828749550567
ENSG00000004766,0.36979826290560985,-0.437666425317998
ENSG00000004776,-0.21962502797934885,-0.5054422224347969
ENSG00000004777,6.5556416907191615,0.939980818293694
ENSG00000004779,-1.8933184316361782,-0.663829801502918
ENSG00000004799,-0.9046690539772485,-0.5753544364316092
ENSG00000004809,0.369478242857651,-0.4377053796872392
ENSG00000004838,0.40988206171260044,-0.43276774883588137
ENSG00000004846,-1.1884450886700089,-0.6020027382021482
ENSG00000004848,4.595093920515028,0.35325146848362016
ENSG00000004864,1.2746791776525537,-0.3170380524449824
ENSG00000004866,0.2313943823770079,-0.45428681841977236
ENSG00000004897,3.1238627379287194,0.006411142557726023
ENSG00000004939,0.3535349331878495,-0.4396429693220811
ENSG00000004948,5.38290760543815,0.5741440540346497
ENSG00000004961,-0.946940747855125,-0.5794009062500363
ENSG00000004975,3.1506755316879222,0.011974509303113461
ENSG00000005001,-2.6061378642098556,-0.7225621372092821
ENSG00000005007,-3.94323391708768,-0.8353617130893013
ENSG00000005020,-1.1006813243038984,-0.5938873921587736
ENSG00000005022,-1.4810625911305524,-0.6283286003334501
ENSG00000005059,5.6174374092760155,0.6442496279730467
ENSG00000005073,1.9076915584159364,-0.21891935205428747
ENSG00000005075,-0.4104369139303183,-0.5257944235231042
ENSG00000005100,1.163909653815572,-0.33299065363202746
ENSG00000005102,6.028498906565806,0.7712179719217671
ENSG00000005108,1.637039131179037,-0.26235815143569674
ENSG00000005156,-4.393186802512339,-0.8780702313435864
ENSG00000005175,0.6131980185354732,-0.40731400515969113
ENSG00000005187,-2.292175779172471,-0.6969439726358087
ENSG00000005189,-0.23049747379017538,-0.506621570345158
ENSG00000005194,-0.48830573771184826,-0.5338952923697237
ENSG00000005238,3.27482916704907,0.03808908861560554
ENSG00000005243,1.0986663061052242,-0.34222480961729584
ENSG00000005249,-0.8921126403200745,-0.5741470273346823
ENSG00000005302,0.4799681533619621,-0.42410879064824564
ENSG00000005339,3.509660719561956,0.0890973128999866
ENSG00000005379,-0.3222612321595861,-0.5164796740569781
ENSG00000005381,-0.3101114985313258,-0.5151841674477822
ENSG00000005421,-5.297888350971736,-0.9797695448789522
ENSG00000005436,3.949410628184512,0.19042771624471241
ENSG00000005448,-2.397461176858128,-0.7055602368190661
ENSG00000005469,-5.778287890467175,-1.0475357034701853
ENSG00000005471,0.3258736808567812,-0.44299023947364574
ENSG00000005483,6.2704599068656925,0.8480048318570129
ENSG00000005486,0.16988571425615567,-0.4615295294158253
ENSG00000005513,-1.3192028943611573,-0.6138995099887086
ENSG00000005700,0.4892219163357806,-0.4229565251333722
ENSG00000005810,3.803092208552815,0.15585997166544138
ENSG00000005812,0.6709659825631443,-0.39989300034109654
