EnsemblId,totalScore,polynomial-generated bounded log 2 scores
ENSG00000000003,2.3837682333529098,-0.1351361708188092
ENSG00000000005,-1.7358267363801294,-0.6367599070842771
ENSG00000000419,0.5744176310373634,-0.39606345391605824
ENSG00000000457,0.007718594970824388,-0.46219956002608237
ENSG00000000938,8.077354782727596,1.305795349937998
ENSG00000000971,-2.1999754155834057,-0.6805959292749828
ENSG00000001036,-0.22797521303874163,-0.4879638143560694
ENSG00000001084,3.063430070386143,-0.013710367215284808
ENSG00000001167,9.58457581659714,1.7052174717978064
ENSG00000001460,2.861065633293716,-0.0513496807688459
ENSG00000001461,0.0818618709209754,-0.45389560528092154
ENSG00000001497,12.164686269293782,2.1286935084832144
ENSG00000001561,0.7686137329281691,-0.3718874558798127
ENSG00000001617,-1.2073118611184743,-0.5867452636742732
ENSG00000001626,-4.893755993336339,-1.0215478910862645
ENSG00000001629,-1.125329559437684,-0.5788612704066417
ENSG00000001630,1.194168202176595,-0.315928262355669
ENSG00000001631,-1.8687135672748443,-0.6492516223518546
ENSG00000002016,-5.970680949804997,-1.2600345776458046
ENSG00000002330,4.979429720274767,0.41073288718486967
ENSG00000002549,2.5188809699070527,-0.11211272036480782
ENSG00000002586,2.9717552820075017,-0.030921591183728475
ENSG00000002587,0.5639432530829787,-0.39734436191073647
ENSG00000002726,0.7001506397605798,-0.38050431032319804
ENSG00000002745,2.908717635118931,-0.042602415357610585
ENSG00000002746,0.5201499690725929,-0.40267477946501506
ENSG00000002822,-0.4576575299371947,-0.5122148694746784
ENSG00000002834,-1.2526848758881242,-0.5910885795766596
ENSG00000002919,-1.6415203581406697,-0.6278948912475468
ENSG00000002933,0.8916484583198401,-0.35613922431621503
ENSG00000003056,6.587561388426875,0.859277125272609
ENSG00000003096,0.8063148421486198,-0.36709796978417475
ENSG00000003137,-1.046790452300444,-0.5712597765048582
ENSG00000003147,0.7152118145723982,-0.37861754524764224
ENSG00000003249,2.424639854862494,-0.12822834328922714
ENSG00000003393,-7.133247694947823,-1.6616547699529014
ENSG00000003400,5.114839167638619,0.44553993167059064
ENSG00000003402,6.543539493788543,0.8461783057700831
ENSG00000003436,-0.3101349116248007,-0.4967308127549618
ENSG00000003509,1.4061994681007142,-0.28642871609244325
ENSG00000003756,0.5573134503535633,-0.398153919123523
ENSG00000003987,-1.062584144072715,-0.5727924703581013
ENSG00000003989,-5.603002581987822,-1.1680887148594972
ENSG00000004059,2.5029084208645322,-0.11486261675348661
ENSG00000004139,-0.6412402868626088,-0.5310560817275282
ENSG00000004142,-1.361444993989382,-0.6014489673706481
ENSG00000004399,0.789486805546689,-0.3692396966204194
ENSG00000004455,2.4917816714473697,-0.11677376009354788
ENSG00000004468,1.9421566429842247,-0.2067158427276471
ENSG00000004478,4.168947968574621,0.21570279996187616
ENSG00000004487,-1.1005354377691876,-0.5764669443264141
ENSG00000004534,0.18812694838633037,-0.4418187057360762
ENSG00000004660,-2.377072055531569,-0.697618328748228
ENSG00000004700,6.5109163117887165,0.8364905287697709
ENSG00000004766,0.36979826290560985,-0.42067318996773895
ENSG00000004776,-0.21962502797934885,-0.48706681136177604
ENSG00000004777,6.937975932274521,0.9643965719964314
ENSG00000004779,-1.8933184316361782,-0.6515668198560514
ENSG00000004799,0.30247973435886466,-0.4285838599666681
ENSG00000004809,0.369478242857651,-0.42071100916574555
ENSG00000004838,0.7922163032679598,-0.3688927401288154
ENSG00000004846,-1.1884450886700089,-0.5849351829772501
ENSG00000004848,6.970939346509727,0.9743423415273336
ENSG00000004864,1.2746791776525537,-0.3048577409682175
ENSG00000004866,0.2313943823770079,-0.4368406614429066
ENSG00000004897,3.1238627379287194,-0.002218215314046385
ENSG00000004939,0.7364538829616478,-0.3759480106011045
ENSG00000004948,5.785290534883521,0.6266399835153889
ENSG00000004961,-0.946940747855125,-0.5615186367715941
ENSG00000004975,3.1506755316879222,0.0029181419200871575
ENSG00000005001,-2.6061378642098556,-0.7200938686333203
ENSG00000005007,-3.94323391708768,-0.8726014249606514
ENSG00000005020,-1.1006813243038984,-0.5764810465610832
ENSG00000005022,-0.6762967322398102,-0.5346040423769827
ENSG00000005059,5.6174374092760155,0.5799996567228969
ENSG00000005073,1.9076915584159364,-0.21207238115660276
ENSG00000005075,-0.008053984484947152,-0.4639534089685811
ENSG00000005100,1.163909653815572,-0.32004810447504367
ENSG00000005102,6.787318520753637,0.9190434478511129
ENSG00000005108,1.637039131179037,-0.25302222492562915
ENSG00000005156,-4.393186802512339,-0.9374669525164816
ENSG00000005175,0.6131980185354732,-0.39130071950594314
ENSG00000005187,-2.292175779172471,-0.6894264021167116
ENSG00000005189,-0.23049747379017538,-0.48823454366824126
ENSG00000005194,-0.48830573771184826,-0.5153921212627688
ENSG00000005238,3.27482916704907,0.027004453353081385
ENSG00000005243,1.4780761131991396,-0.27617345839773316
ENSG00000005249,-0.8921126403200745,-0.5561295529021404
ENSG00000005302,0.4799681533619621,-0.4075303497750838
ENSG00000005339,3.509660719561956,0.07394463653049002
ENSG00000005379,-0.3222612321595861,-0.4980158761087804
ENSG00000005381,-0.3101114985313258,-0.4967283294144252
ENSG00000005421,-5.297888350971736,-1.1005814756491024
ENSG00000005436,3.949410628184512,0.16683581871456588
ENSG00000005448,-2.397461176858128,-0.6995956048736957
ENSG00000005469,-5.778287890467175,-1.2103587575413177
ENSG00000005471,0.3258736808567812,-0.4258449914303847
ENSG00000005483,6.2704599068656925,0.7656620718837914
ENSG00000005486,0.16988571425615567,-0.4439067715630488
